date,weekday,n_pickups,demand_modules,cost_opt_eur,cost_asap_eur,saving_eur,saving_pct,energy_opt_kwh,energy_asap_kwh,price_mean,price_min,price_max,price_spread_p90_p10,n_mill_runs_opt,n_mill_eco_opt,n_press_runs_opt,n_mill_runs_asap,n_press_runs_asap,peak_load_opt_kw,peak_load_asap_kw,H_end_opt,M_end_opt,H_end_asap,M_end_asap,H_mean_opt,M_mean_opt,H_mean_asap,M_mean_asap,energy_shifted_kwh,solve_time_s,termination_condition,n_mill_active_window_opt,n_press_active_window_opt,window_mill_cap,window_press_cap
2024-05-13,Monday,2,290,1.2735,2.3859,1.1124,46.624,151.5499,137.7516,45.38,-2.69,146.18,141.46,3,0,7,2,7,23.744,23.744,100.0,0.0,0.0,0.0,65.357,67.857,21.429,102.857,62.9159,2.856,optimal,6,13,8,20
2024-05-14,Tuesday,1,140,-2.8622,-1.7967,1.0656,-59.309,135.8135,90.5423,14.246,-42.95,93.47,123.56,3,0,6,2,4,23.744,23.744,160.0,100.0,40.0,20.0,96.786,123.929,36.429,93.214,47.0061,1.6,optimal,5,11,8,20
2024-05-15,Wednesday,2,290,-0.275,1.9535,2.2285,114.08,122.0151,151.5499,36.427,-11.18,110.2,111.19,2,0,6,3,7,23.744,23.744,120.0,50.0,60.0,10.0,107.857,158.036,49.286,105.893,52.1216,1.027,optimal,3,11,8,20
2024-05-16,Thursday,2,250,1.5064,2.2459,0.7395,32.926,151.5499,122.0151,40.754,-0.71,109.91,96.22,3,0,7,2,6,23.744,23.744,140.0,80.0,20.0,0.0,105.357,142.321,37.857,104.464,61.4165,2.742,optimal,4,13,8,20
2024-05-17,Friday,2,300,8.4795,9.2777,0.7982,8.603,167.2863,167.2863,65.468,28.24,107.94,63.62,3,0,8,3,8,24.256,23.744,120.0,100.0,0.0,20.0,92.857,185.357,50.0,71.071,48.5297,1.081,optimal,4,13,8,20
2024-05-21,Tuesday,2,270,6.586,9.5601,2.9741,31.109,122.0151,151.5499,76.059,28.47,126.98,72.1,2,0,6,3,7,24.256,23.744,80.0,70.0,20.0,30.0,69.286,200.179,37.857,106.607,28.0001,1.389,optimal,4,12,8,20
2024-05-22,Wednesday,2,310,8.1194,11.0713,2.9518,26.662,121.3664,151.5499,90.698,56.14,154.88,90.11,2,1,6,3,7,23.744,23.744,40.0,0.0,40.0,0.0,45.714,132.5,57.857,91.786,50.5746,6.172,optimal,4,10,8,20
2024-05-23,Thursday,1,150,8.8139,6.185,-2.6289,-42.505,135.8135,90.5423,94.492,45.31,180.06,103.78,3,0,6,2,4,23.744,23.744,100.0,90.0,80.0,10.0,67.857,140.893,58.571,110.893,38.372,1.015,optimal,3,8,8,20
2024-05-24,Friday,1,170,9.2577,10.4198,1.1621,11.152,104.9813,106.2787,101.922,84.27,129.99,37.26,2,2,5,2,5,22.419,23.744,100.0,120.0,80.0,40.0,75.0,108.571,62.143,71.429,64.8741,2.615,optimal,3,10,8,20
2024-05-27,Monday,2,310,8.3483,15.1635,6.8152,44.945,104.9813,167.2863,115.294,72.96,221.46,112.22,2,2,5,3,8,22.419,23.744,100.0,10.0,60.0,50.0,76.786,149.286,52.857,153.571,48.6183,4.384,optimal,5,13,8,20
2024-05-28,Tuesday,2,300,11.8742,10.8338,-1.0404,-9.603,166.6376,151.5499,87.542,55.25,144.31,74.78,3,1,8,3,7,23.744,23.744,80.0,30.0,80.0,30.0,68.571,87.321,69.286,111.607,59.3166,1.866,optimal,6,16,8,20
2024-05-29,Wednesday,2,320,12.7366,11.7392,-0.9974,-8.496,180.4359,167.2863,85.382,59.07,143.26,78.38,4,1,8,3,8,24.256,23.744,160.0,30.0,60.0,30.0,80.357,112.679,52.857,124.107,52.6765,6.682,optimal,6,16,8,20
2024-05-31,Friday,2,320,13.2431,13.752,0.509,3.701,165.9889,167.2863,88.943,65.3,115.0,41.78,3,2,8,3,8,23.867,23.744,140.0,30.0,40.0,30.0,97.143,114.821,57.857,118.393,27.3944,3.496,optimal,4,12,8,20
2024-06-03,Monday,2,190,6.7905,9.7095,2.919,30.063,90.5423,90.5423,120.791,67.3,215.28,126.77,2,0,4,2,4,24.256,23.744,180.0,-0.0,80.0,0.0,139.286,58.929,58.571,96.786,65.2702,1.127,optimal,3,10,8,20
2024-06-04,Tuesday,2,240,7.707,10.603,2.896,27.313,122.0151,122.0151,104.186,43.86,235.52,129.72,2,0,6,2,6,24.133,23.744,140.0,0.0,40.0,0.0,117.143,58.929,40.0,93.214,61.8821,6.142,optimal,4,13,8,20
2024-06-05,Wednesday,2,280,9.5007,8.9444,-0.5563,-6.219,167.2863,151.5499,82.354,26.3,158.02,125.84,3,0,8,3,7,24.256,23.744,120.0,40.0,60.0,0.0,92.5,101.786,49.286,86.071,58.4169,1.096,optimal,5,16,8,20
2024-06-06,Thursday,2,350,10.604,14.2442,3.6402,25.556,196.8211,212.5575,74.469,19.5,167.72,139.75,4,0,9,4,10,24.133,23.744,160.0,50.0,60.0,50.0,88.571,155.893,74.286,88.036,34.8349,25.73,optimal,6,17,8,20
2024-06-07,Friday,2,340,6.9694,8.2035,1.2341,15.044,167.2863,167.2863,70.404,13.08,154.75,136.44,3,0,8,3,8,24.256,23.744,140.0,30.0,40.0,30.0,112.5,136.25,57.857,128.393,59.0869,10.012,optimal,5,15,8,20
2024-06-10,Monday,2,290,10.4928,13.0855,2.5927,19.814,136.4541,151.5499,93.921,65.88,146.21,57.38,2,2,7,3,7,22.419,23.744,60.0,20.0,60.0,20.0,69.643,102.143,49.286,120.714,55.8181,2.966,optimal,5,14,8,20
2024-06-11,Tuesday,2,300,5.6715,4.5698,-1.1017,-24.109,181.0847,151.5499,53.182,0.0,127.64,122.34,4,0,8,3,7,23.744,23.744,140.0,40.0,80.0,0.0,90.0,95.536,69.286,91.25,30.5038,10.497,optimal,6,15,8,20
2024-06-12,Wednesday,2,290,8.3619,10.5343,2.1724,20.622,151.5499,167.2863,83.724,39.68,154.66,113.62,3,0,7,3,8,24.133,23.744,160.0,30.0,60.0,30.0,110.357,127.321,52.857,118.75,41.7931,3.26,optimal,5,14,8,20
2024-06-13,Thursday,2,280,8.3266,10.201,1.8744,18.374,137.7516,151.5499,91.658,43.35,188.35,116.88,2,0,7,3,7,24.133,23.744,80.0,30.0,80.0,30.0,78.571,117.5,69.286,116.071,40.8163,1.401,optimal,4,13,8,20
2024-06-14,Friday,2,250,7.8703,8.9939,1.1236,12.493,135.8135,122.0151,82.472,40.74,136.0,86.31,3,0,6,2,6,23.744,23.744,140.0,20.0,40.0,20.0,76.786,79.643,40.0,118.214,61.9396,1.626,optimal,4,12,8,20
2024-06-17,Monday,2,260,7.3157,7.7334,0.4177,5.401,135.8135,122.0151,95.36,39.45,210.16,158.15,3,0,6,2,6,23.744,23.744,200.0,0.0,0.0,0.0,138.929,73.214,17.857,85.357,53.5483,8.975,optimal,4,13,8,20
2024-06-18,Tuesday,2,270,8.8842,10.9747,2.0905,19.048,137.7516,151.5499,92.715,51.03,171.87,107.03,2,0,7,3,7,23.744,23.744,120.0,10.0,20.0,10.0,129.286,111.786,37.857,81.786,38.2286,1.491,optimal,4,14,8,20
2024-06-19,Wednesday,2,270,7.0994,8.7576,1.6582,18.934,137.7516,151.5499,75.628,22.41,143.66,91.52,2,0,7,3,7,23.744,23.744,40.0,20.0,40.0,20.0,55.0,101.786,57.857,91.786,49.6132,2.875,optimal,3,10,8,20
2024-06-20,Thursday,1,120,8.8264,6.345,-2.4814,-39.108,135.8135,90.5423,94.997,53.81,200.09,100.16,3,0,6,2,4,23.744,23.744,100.0,140.0,80.0,60.0,65.714,152.857,58.571,131.429,57.835,3.867,optimal,4,10,8,20
2024-06-21,Friday,2,270,6.4283,11.866,5.4377,45.826,76.0953,122.0151,99.404,78.22,121.84,34.9,1,1,4,2,6,22.419,23.744,40.0,30.0,40.0,30.0,61.786,138.571,40.0,147.857,62.3687,5.611,optimal,4,11,8,20
2024-06-24,Monday,2,300,8.6533,13.4115,4.7582,35.479,165.3483,196.8211,84.269,29.96,209.32,125.07,4,0,7,4,9,23.744,23.744,160.0,10.0,80.0,90.0,79.286,111.964,58.571,132.679,54.1786,3.128,optimal,6,15,8,20
2024-06-25,Tuesday,2,320,6.5802,4.4811,-2.0991,-46.842,181.0847,122.0151,61.217,-0.05,136.69,128.94,4,0,8,2,6,23.744,23.744,240.0,10.0,40.0,10.0,157.143,86.964,40.0,157.679,70.4191,1.526,optimal,5,16,8,20
2024-06-26,Wednesday,2,310,13.6857,15.5794,1.8937,12.155,152.1905,167.2863,101.631,76.54,134.39,50.21,2,2,8,3,8,22.542,23.744,120.0,20.0,20.0,20.0,148.214,95.893,37.857,93.75,42.6837,2.703,optimal,4,14,8,20
2024-06-27,Thursday,2,260,6.419,7.8426,1.4236,18.152,122.0151,135.8135,87.388,44.56,200.04,140.87,2,0,6,3,6,24.256,23.744,80.0,0.0,80.0,0.0,71.429,93.036,69.286,84.464,44.036,1.012,optimal,5,12,8,20
2024-06-28,Friday,2,240,1.806,2.9354,1.1294,38.476,181.0847,122.0151,36.799,-9.95,138.06,118.84,4,0,8,2,6,24.133,23.744,160.0,80.0,40.0,0.0,87.143,90.179,40.0,98.036,63.2735,2.952,optimal,5,13,8,20
2024-07-01,Monday,2,270,5.5706,11.8223,6.2516,52.88,106.2787,151.5499,89.618,34.61,166.79,104.73,2,0,5,3,7,24.133,23.744,160.0,10.0,60.0,10.0,131.429,85.0,49.286,81.429,64.6163,1.033,optimal,3,11,8,20
2024-07-02,Tuesday,2,250,12.2904,11.4904,-0.8,-6.963,165.9889,151.5499,83.963,60.93,115.0,47.23,3,2,8,3,7,23.124,23.744,140.0,80.0,80.0,40.0,91.429,121.071,69.286,111.071,50.3424,1.957,optimal,5,15,8,20
2024-07-03,Wednesday,2,340,10.3106,13.5589,3.2483,23.957,136.4541,167.2863,93.033,71.14,163.89,47.03,2,2,7,3,8,22.419,23.744,60.0,20.0,60.0,20.0,68.214,136.964,52.857,143.393,57.1449,3.026,optimal,5,11,8,20
2024-07-04,Thursday,1,160,-0.957,0.4657,1.4226,305.499,120.0771,106.2787,19.001,-19.09,115.3,104.94,3,0,5,2,5,23.744,23.744,160.0,60.0,60.0,60.0,92.143,117.143,56.429,149.286,59.2493,0.985,optimal,4,8,8,20
2024-07-05,Friday,1,180,1.0436,0.9446,-0.099,-10.475,167.2863,106.2787,36.126,-0.78,142.36,131.02,3,0,8,2,5,23.867,23.744,140.0,200.0,60.0,80.0,101.071,155.714,56.429,102.143,48.756,1.025,optimal,3,11,8,20
2024-07-08,Monday,2,310,2.5185,7.8886,5.3701,68.074,76.0953,151.5499,86.609,29.45,257.35,144.13,1,1,4,3,7,22.419,23.744,80.0,50.0,80.0,50.0,88.571,190.0,69.286,141.429,55.7865,7.943,optimal,3,9,8,20
2024-07-09,Tuesday,2,240,4.951,4.9305,-0.0205,-0.416,151.5499,106.2787,66.024,2.71,151.5,142.6,3,0,7,2,5,23.744,23.744,100.0,90.0,80.0,10.0,66.786,143.214,62.143,124.643,61.3293,4.137,optimal,5,13,8,20
2024-07-10,Wednesday,2,320,9.0935,15.0941,6.0006,39.755,151.5499,212.5575,82.401,44.58,164.08,101.48,3,0,7,4,10,23.744,23.744,120.0,50.0,80.0,90.0,85.357,147.321,62.143,125.893,71.6634,3.231,optimal,5,14,8,20
2024-07-11,Thursday,2,300,9.4609,8.7673,-0.6936,-7.912,151.5499,122.0151,89.156,44.48,184.33,119.04,3,0,7,2,6,23.124,23.744,140.0,30.0,40.0,30.0,94.643,98.036,40.0,158.036,66.9443,1.002,optimal,4,11,8,20
2024-07-12,Friday,1,180,6.1112,8.3859,2.2747,27.126,76.0953,90.5423,90.684,78.04,109.6,24.21,1,1,4,2,4,22.263,23.744,80.0,10.0,80.0,10.0,97.143,98.214,58.571,140.357,66.1173,1.383,optimal,2,7,8,20
2024-07-15,Monday,1,130,0.2918,3.4647,3.1729,91.577,90.5423,61.0076,72.339,-0.07,224.96,204.2,2,0,4,1,3,24.256,23.744,120.0,40.0,60.0,0.0,82.143,94.821,52.857,106.25,70.4863,1.392,optimal,4,11,8,20
2024-07-16,Tuesday,2,310,3.4565,2.9148,-0.5417,-18.583,196.8211,167.2863,37.69,-11.48,121.6,125.42,4,0,9,3,8,23.124,23.744,160.0,90.0,40.0,10.0,94.286,143.75,57.857,83.75,57.2436,3.985,optimal,6,16,8,20
2024-07-17,Wednesday,2,360,4.8617,10.7681,5.9064,54.851,137.7516,196.8211,70.235,10.8,187.95,130.0,2,0,7,4,9,23.867,23.744,80.0,10.0,80.0,10.0,90.0,146.607,58.571,92.321,67.5548,1.13,optimal,3,10,8,20
2024-07-18,Thursday,1,110,3.6906,4.6801,0.9895,21.144,90.5423,61.0076,87.784,33.96,227.6,149.45,2,0,4,1,3,23.744,23.744,120.0,60.0,60.0,20.0,80.0,47.857,52.857,53.571,63.8263,2.035,optimal,2,6,8,20
2024-07-19,Friday,1,130,4.9658,4.451,-0.5149,-11.567,106.2787,61.0076,80.884,36.2,190.46,84.52,2,0,5,1,3,24.133,23.744,120.0,130.0,40.0,10.0,91.429,105.714,40.0,46.429,52.1703,1.304,optimal,3,10,8,20
2024-07-22,Monday,2,300,4.5571,10.7798,6.2227,57.725,106.2787,167.2863,83.449,19.41,186.24,151.66,2,0,5,3,8,23.744,23.744,120.0,30.0,20.0,30.0,84.286,153.571,37.857,103.571,55.3897,1.434,optimal,4,12,8,20
2024-07-23,Tuesday,2,310,8.3659,13.1506,4.7846,36.384,151.5499,196.8211,73.806,36.01,118.52,76.92,3,0,7,4,9,24.256,23.744,140.0,-0.0,60.0,80.0,110.357,92.143,74.286,87.143,67.9094,2.714,optimal,5,15,8,20
2024-07-24,Wednesday,2,300,3.8658,3.4981,-0.3677,-10.512,167.2863,122.0151,48.862,-2.06,121.82,111.89,3,0,8,2,6,23.744,23.744,120.0,20.0,20.0,20.0,87.143,86.964,37.857,139.821,61.4163,1.093,optimal,3,11,8,20
2024-07-25,Thursday,1,130,2.9476,2.4352,-0.5124,-21.042,106.2787,61.0076,70.085,13.27,155.72,114.25,2,0,5,1,3,24.133,17.138,120.0,90.0,0.0,10.0,91.429,69.286,14.286,32.143,40.2617,1.747,optimal,2,6,8,20
2024-07-26,Friday,1,100,1.9632,5.8996,3.9365,66.724,31.4728,74.8059,91.429,60.19,143.25,75.88,0,0,2,2,3,17.138,23.744,40.0,70.0,80.0,30.0,70.714,130.357,58.571,85.357,39.0848,9.521,optimal,3,9,8,20
2024-07-29,Monday,2,330,3.03,4.2454,1.2153,28.628,165.3483,167.2863,55.626,-1.7,178.07,133.7,4,0,7,3,8,24.256,23.744,160.0,20.0,60.0,20.0,84.286,127.143,52.857,133.571,54.1356,4.981,optimal,6,14,8,20
2024-07-30,Tuesday,2,270,3.584,4.7542,1.1702,24.615,151.5499,151.5499,64.532,-0.06,177.13,147.71,3,0,7,3,7,24.256,23.744,180.0,30.0,80.0,30.0,125.357,117.5,69.286,111.071,53.7271,1.184,optimal,4,14,8,20
2024-07-31,Wednesday,2,290,5.8536,6.3843,0.5307,8.312,151.5499,137.7516,66.774,11.36,136.15,98.66,3,0,7,2,7,23.124,23.744,200.0,20.0,0.0,20.0,155.357,107.5,21.429,132.5,35.3786,1.534,optimal,3,10,8,20
2024-08-01,Thursday,1,120,8.3733,5.3218,-3.0515,-57.34,120.7177,74.8059,89.189,60.38,138.07,61.64,2,2,6,2,3,22.263,23.744,160.0,140.0,80.0,20.0,145.357,95.0,58.571,37.143,49.4565,2.002,optimal,3,11,8,20
2024-08-02,Friday,2,320,9.5506,13.0683,3.5176,26.917,137.7516,167.2863,90.585,50.58,146.19,75.05,2,0,7,3,8,23.744,23.744,80.0,100.0,60.0,20.0,75.714,216.607,52.857,143.036,58.9429,1.643,optimal,4,14,8,20
2024-08-05,Monday,2,350,9.4506,14.838,5.3874,36.308,151.5499,183.0227,98.623,36.35,250.01,128.88,3,0,7,3,9,23.744,23.744,100.0,30.0,0.0,30.0,65.357,156.786,50.0,102.5,69.5922,5.221,optimal,5,14,8,20
2024-08-06,Tuesday,2,310,4.5288,5.677,1.1482,20.225,151.5499,151.5499,76.027,2.95,230.85,169.79,3,0,7,3,7,23.744,23.744,120.0,0.0,20.0,0.0,85.357,106.786,37.857,91.786,53.8558,3.377,optimal,5,13,8,20
2024-08-07,Wednesday,2,240,7.2279,8.8126,1.5846,17.981,122.0151,135.8135,88.022,35.05,149.28,92.11,2,0,6,3,6,24.256,23.744,80.0,0.0,80.0,0.0,69.286,95.893,69.286,74.464,20.1319,1.791,optimal,4,12,8,20
2024-08-08,Thursday,2,220,6.7349,9.107,2.3721,26.047,122.0151,122.0151,90.0,32.18,197.31,98.25,2,0,6,2,6,23.744,23.744,40.0,20.0,40.0,20.0,48.571,51.786,40.0,103.214,68.4931,2.294,optimal,5,14,8,20
2024-08-09,Friday,2,330,1.7163,3.7306,2.0143,53.994,181.0847,196.8211,33.398,-0.8,124.97,118.21,4,0,8,4,9,23.744,23.744,120.0,10.0,80.0,50.0,70.0,109.464,58.571,117.321,23.6046,1.27,optimal,6,15,8,20
2024-08-12,Monday,2,290,4.8766,5.0898,0.2132,4.189,151.5499,122.0151,79.996,6.98,224.84,195.96,3,0,7,2,6,24.133,23.744,140.0,0.0,40.0,0.0,90.714,102.321,40.0,142.321,55.5254,1.888,optimal,4,11,8,20
2024-08-13,Tuesday,1,130,5.6592,6.1742,0.5151,8.342,106.2787,90.5423,98.058,40.37,205.35,159.71,2,0,5,2,4,24.133,23.744,140.0,70.0,80.0,30.0,111.429,52.857,58.571,48.571,48.9757,1.185,optimal,2,8,8,20
2024-08-14,Wednesday,1,160,4.5144,9.6311,5.1167,53.127,60.3588,106.2787,109.658,72.85,218.92,86.7,1,1,3,2,5,22.263,23.744,120.0,30.0,80.0,70.0,110.714,135.714,62.143,173.571,49.1047,1.071,optimal,2,7,8,20
2024-08-15,Thursday,1,170,2.224,4.9439,2.7198,55.015,122.0151,61.0076,69.533,-0.04,160.3,142.5,2,0,6,1,3,23.744,23.744,80.0,100.0,60.0,20.0,67.143,80.0,52.857,83.571,72.2398,1.082,optimal,2,8,8,20
2024-08-16,Friday,1,150,7.1083,6.0541,-1.0542,-17.413,120.0771,76.744,109.423,47.57,243.12,180.59,3,0,5,1,4,24.256,23.744,180.0,150.0,0.0,30.0,99.643,142.857,14.286,58.571,55.5843,1.658,optimal,3,9,8,20
2024-08-19,Monday,2,310,6.1873,18.34,12.1527,66.264,76.0953,181.0847,113.917,78.87,203.83,120.1,1,1,4,4,8,22.231,23.744,120.0,0.0,80.0,40.0,127.143,163.214,58.571,96.071,53.953,2.311,optimal,3,10,8,20
2024-08-20,Tuesday,2,240,5.784,7.4035,1.6195,21.875,122.0151,106.2787,86.821,18.22,158.81,134.35,2,0,6,2,5,24.256,23.744,80.0,0.0,80.0,0.0,71.429,58.929,62.143,114.643,65.5543,1.356,optimal,5,13,8,20
2024-08-21,Wednesday,2,270,-1.0899,1.5233,2.6132,171.547,151.5499,137.7516,35.351,-21.28,140.35,151.28,3,0,7,2,7,23.744,23.744,100.0,10.0,0.0,10.0,65.357,77.5,21.429,112.5,62.9159,1.111,optimal,5,14,8,20
2024-08-22,Thursday,2,290,1.0858,4.7037,3.6179,76.917,151.5499,181.0847,45.76,-4.35,113.05,115.3,3,0,7,4,8,23.744,23.744,120.0,0.0,80.0,40.0,85.357,87.143,58.571,76.429,62.2958,1.112,optimal,6,16,8,20
2024-08-23,Friday,2,360,2.2435,-0.1398,-2.3834,1704.533,212.5575,167.2863,26.743,-16.55,123.15,133.89,4,0,10,3,8,23.867,23.744,120.0,40.0,60.0,0.0,95.0,105.536,52.857,133.393,28.9138,1.84,optimal,6,17,8,20
2024-08-26,Monday,2,290,11.1769,12.1254,0.9485,7.822,167.2863,167.2863,99.731,17.55,231.06,167.24,3,0,8,3,8,23.867,23.744,100.0,70.0,40.0,30.0,88.929,131.071,57.857,88.929,43.9674,1.597,optimal,6,16,8,20
2024-08-27,Tuesday,2,360,8.6416,12.9498,4.3082,33.269,181.0847,196.8211,83.485,1.18,232.25,215.59,4,0,8,4,9,24.256,23.744,180.0,30.0,80.0,30.0,105.714,161.607,58.571,112.321,66.0295,6.406,optimal,6,16,8,20
2024-08-28,Wednesday,2,320,10.2681,10.8668,0.5987,5.51,167.2863,167.2863,93.184,8.17,204.03,191.51,3,0,8,3,8,23.744,23.744,160.0,30.0,60.0,30.0,127.5,130.179,52.857,153.036,47.4789,1.506,optimal,3,11,8,20
2024-08-29,Thursday,1,130,8.8237,5.9825,-2.8411,-47.49,122.0151,61.0076,118.445,45.25,289.27,176.17,2,0,6,1,3,24.133,23.744,120.0,140.0,40.0,20.0,115.714,91.429,40.0,56.429,62.3317,2.015,optimal,4,12,8,20
2024-08-30,Friday,2,350,13.5071,19.8658,6.3587,32.008,150.9012,196.8211,105.517,79.08,156.11,57.09,3,1,7,4,9,23.124,23.744,140.0,70.0,80.0,30.0,94.643,201.607,58.571,107.321,66.0646,2.471,optimal,4,13,8,20
2024-09-02,Monday,2,290,14.2026,16.6405,2.4379,14.651,151.5499,167.2863,123.571,81.19,255.4,128.43,3,0,7,3,8,23.867,23.744,160.0,60.0,60.0,60.0,120.357,156.964,52.857,158.393,38.0055,3.206,optimal,5,14,8,20
2024-09-03,Tuesday,2,340,12.7351,14.8766,2.1415,14.395,136.4541,151.5499,191.852,82.69,656.37,436.19,2,2,7,3,7,22.419,23.744,80.0,0.0,80.0,0.0,75.357,132.143,69.286,125.714,50.4018,2.386,optimal,3,11,8,20
2024-09-04,Wednesday,1,160,8.2803,9.2024,0.9221,10.02,89.2449,76.744,133.579,89.2,320.07,98.74,2,2,4,1,4,22.419,23.744,120.0,0.0,20.0,0.0,73.214,84.286,23.571,121.429,63.4365,3.911,optimal,4,10,8,20
2024-09-05,Thursday,2,240,1.631,1.7631,0.1321,7.492,151.5499,135.8135,45.733,-19.68,119.04,111.44,3,0,7,3,6,24.256,23.744,140.0,40.0,80.0,0.0,83.929,87.679,69.286,64.821,47.0731,1.044,optimal,3,10,8,20
2024-09-06,Friday,1,160,7.674,7.3396,-0.3344,-4.556,151.5499,106.2787,76.631,12.48,136.49,114.47,3,0,7,2,5,23.744,23.744,160.0,160.0,80.0,40.0,125.0,100.0,62.143,66.429,77.7154,1.564,optimal,4,12,8,20
2024-09-09,Monday,2,360,7.9728,17.4537,9.4808,54.32,91.8317,167.2863,104.128,78.68,159.57,47.62,1,1,5,3,8,22.419,23.744,60.0,0.0,60.0,0.0,88.571,151.25,52.857,133.393,57.1857,18.279,optimal,4,13,8,20
2024-09-10,Tuesday,2,290,8.5657,5.4093,-3.1564,-58.351,225.7071,167.2863,46.051,-0.16,114.94,100.07,5,1,10,3,8,23.744,23.744,160.0,110.0,40.0,30.0,81.429,88.036,57.857,93.75,66.4185,4.433,optimal,6,16,8,20
2024-09-11,Wednesday,2,350,8.4748,13.6839,5.2091,38.068,120.7177,167.2863,93.331,62.45,142.86,74.51,2,2,6,3,8,22.542,23.744,120.0,0.0,20.0,0.0,98.214,147.143,37.857,98.571,60.9912,2.196,optimal,2,9,8,20
2024-09-12,Thursday,1,110,8.5736,7.7172,-0.8565,-11.098,104.9813,90.5423,124.874,78.23,300.01,171.4,2,2,5,2,4,22.542,23.744,120.0,90.0,60.0,50.0,86.071,115.893,56.429,93.75,37.3722,1.761,optimal,2,7,8,20
2024-09-13,Friday,1,150,9.4778,6.6758,-2.802,-41.972,121.3664,61.0076,91.476,66.96,132.24,44.04,2,1,6,1,3,24.133,23.744,80.0,180.0,40.0,20.0,82.5,104.286,40.0,66.429,79.7351,3.729,optimal,3,10,8,20
2024-09-16,Monday,2,340,8.8378,19.5931,10.7553,54.893,104.9813,196.8211,100.863,75.37,146.06,50.1,2,2,5,4,9,22.419,23.744,80.0,40.0,80.0,40.0,74.643,165.893,58.571,112.321,73.7992,2.177,optimal,4,12,8,20
2024-09-17,Tuesday,2,320,10.0448,12.8766,2.8318,21.992,151.5499,167.2863,86.976,25.64,137.52,90.76,3,0,7,3,8,23.744,23.744,100.0,0.0,60.0,40.0,72.5,84.286,52.857,148.571,55.6346,2.13,optimal,5,14,8,20
2024-09-18,Wednesday,2,280,7.115,7.0043,-0.1107,-1.581,167.2863,151.5499,67.794,-0.09,133.07,129.92,3,0,8,3,7,23.744,23.744,80.0,40.0,80.0,40.0,81.786,72.5,69.286,126.071,64.9024,2.149,optimal,5,15,8,20
2024-09-19,Thursday,2,300,5.953,7.0865,1.1335,15.995,151.5499,137.7516,68.981,-0.09,134.3,124.18,3,0,7,2,7,23.744,23.744,100.0,20.0,0.0,20.0,66.071,107.679,21.429,132.679,32.5254,17.849,optimal,5,13,8,20
2024-09-20,Friday,2,250,9.1056,4.1315,-4.974,-120.392,196.8211,135.8135,62.826,-0.01,145.72,108.77,4,0,9,3,6,24.256,23.744,140.0,130.0,60.0,10.0,102.143,132.857,49.286,75.0,61.5675,9.998,optimal,5,14,8,20
2024-09-23,Monday,2,310,8.617,18.6647,10.0478,53.833,105.63,167.2863,132.26,76.55,328.39,163.49,2,1,5,3,8,24.256,23.744,140.0,20.0,40.0,20.0,107.857,160.357,57.857,88.929,62.4717,2.979,optimal,3,10,8,20
2024-09-24,Tuesday,2,210,9.2642,9.3649,0.1007,1.076,120.7177,106.2787,93.129,61.59,127.4,55.14,2,2,6,2,5,22.542,23.744,100.0,50.0,40.0,10.0,102.5,73.929,36.429,95.357,40.1283,1.811,optimal,5,14,8,20
2024-09-25,Wednesday,2,350,9.4705,15.0214,5.5509,36.953,167.2863,196.8211,84.03,18.78,195.42,137.1,3,0,8,4,9,23.744,23.744,80.0,20.0,80.0,20.0,72.857,158.036,58.571,97.321,30.5038,1.825,optimal,4,11,8,20
2024-09-26,Thursday,1,140,2.0378,3.8538,1.8161,47.124,90.5423,61.0076,53.612,12.08,89.0,70.72,2,0,4,1,3,23.744,23.744,120.0,40.0,60.0,0.0,80.0,110.357,52.857,116.071,63.8263,13.024,optimal,4,12,8,20
2024-09-27,Friday,2,340,1.3022,3.7956,2.4934,65.692,183.0227,212.5575,19.863,-6.32,62.55,66.03,3,0,9,4,10,24.256,23.744,60.0,60.0,60.0,60.0,68.571,141.607,74.286,93.036,71.0023,1.343,optimal,4,12,8,20
2024-09-30,Monday,1,180,3.5247,3.1268,-0.3979,-12.724,151.5499,61.0076,40.491,2.06,93.55,62.73,3,0,7,1,3,23.744,23.744,80.0,160.0,40.0,0.0,85.0,80.714,40.0,61.429,73.8549,1.532,optimal,3,9,8,20
2024-10-01,Tuesday,2,230,6.7538,9.2845,2.5306,27.257,106.2787,122.0151,91.629,55.66,136.51,77.39,2,0,5,2,6,23.744,23.744,80.0,130.0,0.0,10.0,62.143,220.714,17.857,90.0,46.1042,1.494,optimal,2,6,8,20
2024-10-02,Wednesday,1,150,7.5564,12.5626,5.0062,39.85,89.2449,135.8135,102.175,78.87,135.7,48.56,2,2,4,3,6,22.419,23.744,120.0,140.0,60.0,100.0,81.071,203.036,49.286,129.464,47.8231,1.028,optimal,3,9,8,20
2024-10-04,Friday,2,340,8.4553,14.0922,5.6369,40.0,104.9813,151.5499,103.409,73.49,149.02,66.35,2,2,5,3,7,22.542,23.744,120.0,0.0,80.0,40.0,86.071,149.464,69.286,160.893,41.7653,1.595,optimal,4,13,8,20
2024-10-07,Monday,2,310,12.1507,9.9132,-2.2375,-22.571,167.2863,137.7516,103.829,43.29,237.65,175.42,3,0,8,2,7,23.124,23.744,100.0,10.0,0.0,10.0,91.786,92.679,21.429,146.964,54.6654,1.828,optimal,5,14,8,20
