date,weekday,n_pickups,demand_modules,cost_opt_eur,cost_asap_eur,saving_eur,saving_pct,energy_opt_kwh,energy_asap_kwh,price_mean,price_min,price_max,price_spread_p90_p10,n_mill_runs_opt,n_mill_eco_opt,n_press_runs_opt,n_mill_runs_asap,n_press_runs_asap,peak_load_opt_kw,peak_load_asap_kw,H_end_opt,M_end_opt,H_end_asap,M_end_asap,H_mean_opt,M_mean_opt,H_mean_asap,M_mean_asap,energy_shifted_kwh,solve_time_s,termination_condition,n_mill_active_window_opt,n_press_active_window_opt,window_mill_cap,window_press_cap
2024-10-08,Tuesday,2,240,12.9523,12.1759,-0.7764,-6.377,150.9012,135.8135,103.634,76.0,168.2,76.44,3,1,7,3,6,23.744,23.744,120.0,50.0,60.0,10.0,94.286,95.179,49.286,65.179,57.813,2.073,optimal,5,13,8,20
2024-10-09,Wednesday,2,290,8.4476,11.9812,3.5336,29.493,122.0151,151.5499,90.241,59.8,127.12,62.68,2,0,6,3,7,23.744,23.744,80.0,0.0,80.0,0.0,65.0,120.357,69.286,91.071,41.8123,11.453,optimal,4,13,8,20
2024-10-10,Thursday,2,280,11.6851,7.7939,-3.8913,-49.928,212.5575,167.2863,63.316,15.94,119.32,81.18,4,0,10,3,8,23.744,23.744,80.0,120.0,60.0,40.0,66.429,126.786,52.857,118.929,22.6356,4.353,optimal,6,17,8,20
2024-10-11,Friday,2,380,11.3367,17.9801,6.6434,36.949,151.5499,183.0227,101.609,57.17,174.24,108.3,3,0,7,3,9,23.744,23.744,100.0,20.0,0.0,20.0,74.643,157.321,50.0,112.321,79.9689,2.258,optimal,3,9,8,20
2024-10-14,Monday,1,90,3.5577,4.7222,1.1644,24.659,44.6224,45.2712,133.184,74.16,269.74,174.5,1,1,2,1,2,22.297,17.138,120.0,10.0,20.0,10.0,93.571,60.536,20.0,73.393,44.1439,1.229,optimal,1,5,8,20
2024-10-15,Tuesday,1,100,4.6348,7.9578,3.323,41.758,60.3588,90.5423,97.083,66.65,176.61,65.04,1,1,3,2,4,22.542,23.744,100.0,30.0,60.0,70.0,86.786,30.714,56.429,55.714,33.7281,3.103,optimal,3,10,8,20
2024-10-16,Wednesday,2,290,6.6757,4.257,-2.4187,-56.818,196.8211,151.5499,43.846,2.04,88.38,80.47,4,0,9,3,7,23.744,23.744,140.0,100.0,80.0,60.0,76.071,111.429,69.286,141.429,77.5086,3.264,optimal,5,14,8,20
2024-10-17,Thursday,2,280,8.1273,7.6959,-0.4314,-5.606,135.8135,122.0151,92.012,46.54,186.21,124.67,3,0,6,2,6,23.744,23.744,200.0,60.0,40.0,20.0,143.214,174.821,40.0,147.679,47.7835,1.797,optimal,3,10,8,20
2024-10-18,Friday,2,210,6.2944,10.6238,4.3294,40.752,76.0953,106.2787,109.849,80.2,181.28,75.05,1,1,4,2,5,22.231,23.744,140.0,10.0,40.0,10.0,143.929,83.571,36.429,85.714,41.0462,1.004,optimal,2,8,8,20
2024-10-21,Monday,1,150,6.1602,8.2364,2.0762,25.208,76.0953,90.5423,116.258,73.19,222.11,109.84,1,1,4,2,4,22.419,23.744,80.0,20.0,80.0,20.0,84.286,105.893,58.571,120.893,34.6135,1.859,optimal,2,8,8,20
2024-10-22,Tuesday,1,150,8.7797,11.1736,2.394,21.425,106.2787,106.2787,107.72,70.88,170.12,84.22,2,0,5,2,5,23.744,23.744,80.0,70.0,80.0,70.0,62.143,131.607,62.143,163.75,52.8205,2.336,optimal,4,11,8,20
2024-10-23,Wednesday,2,290,12.4948,13.4914,0.9966,7.387,135.8135,122.0151,121.554,78.97,218.18,102.14,3,0,6,2,6,23.124,23.744,140.0,20.0,40.0,20.0,104.286,102.679,40.0,152.679,58.9747,0.928,optimal,5,13,8,20
2024-10-24,Thursday,2,300,15.7817,16.0938,0.3121,1.939,165.9889,151.5499,108.278,79.15,171.27,60.02,3,2,8,3,7,23.744,23.744,120.0,40.0,60.0,0.0,69.643,89.464,49.286,100.893,52.9353,2.036,optimal,5,15,8,20
2024-10-25,Friday,2,310,14.9429,19.7364,4.7935,24.287,151.5499,167.2863,124.658,78.18,227.32,103.77,3,0,7,3,8,23.744,23.744,140.0,10.0,40.0,10.0,116.786,116.071,57.857,98.214,50.2825,1.467,optimal,5,15,8,20
2024-10-28,Monday,2,330,26.6996,23.3962,-3.3034,-14.119,227.6452,196.8211,119.36,94.93,148.8,48.51,4,1,11,4,9,24.256,23.744,100.0,120.0,80.0,40.0,64.643,138.75,58.571,107.321,42.6864,1.437,optimal,6,17,8,20
2024-10-29,Tuesday,2,340,16.87,24.7439,7.874,31.822,135.1648,167.2863,162.178,105.45,285.8,144.47,3,1,6,3,8,23.744,23.744,160.0,20.0,60.0,20.0,72.5,160.0,52.857,138.571,62.5459,5.668,optimal,5,14,8,20
2024-10-30,Wednesday,2,320,18.2419,22.1559,3.914,17.666,152.1905,167.2863,135.523,102.53,193.88,85.94,2,2,8,3,8,22.263,23.744,40.0,20.0,40.0,20.0,90.357,94.286,57.857,103.571,78.9918,1.081,optimal,5,15,8,20
2024-10-31,Thursday,2,270,16.8278,16.4571,-0.3707,-2.252,164.0508,151.5499,110.131,85.34,133.47,40.09,4,2,7,3,7,23.867,23.744,160.0,30.0,60.0,30.0,63.571,65.714,49.286,101.429,72.6761,1.556,optimal,4,10,8,20
2024-11-04,Monday,1,120,10.7431,6.9347,-3.8084,-54.918,105.63,61.0076,142.444,95.16,290.21,143.92,2,1,5,1,3,24.256,23.744,160.0,110.0,40.0,30.0,156.786,71.429,40.0,61.429,54.7052,1.668,optimal,3,10,8,20
2024-11-05,Tuesday,2,280,17.3534,24.9922,7.6388,30.565,151.5499,151.5499,204.966,94.92,505.31,373.46,3,0,7,3,7,23.744,23.744,180.0,110.0,60.0,30.0,162.857,202.5,49.286,116.071,31.4728,3.386,optimal,4,13,8,20
2024-11-06,Wednesday,2,320,16.691,50.0659,33.375,66.662,121.3664,167.2863,303.072,123.2,820.11,681.88,2,1,6,3,8,24.133,23.744,140.0,30.0,40.0,30.0,147.143,150.357,57.857,103.929,68.1493,1.252,optimal,3,10,8,20
2024-11-07,Thursday,1,160,10.0548,13.6297,3.5749,26.229,76.0953,90.5423,186.471,113.92,408.26,167.37,1,1,4,2,4,22.297,23.744,80.0,30.0,80.0,30.0,107.5,100.714,58.571,140.714,43.6894,1.407,optimal,3,11,8,20
2024-11-08,Friday,2,300,15.6586,16.2683,0.6097,3.748,136.4541,137.7516,119.923,105.59,132.91,26.09,2,2,7,2,7,22.419,23.744,0.0,10.0,0.0,10.0,55.357,70.357,21.429,127.5,62.8067,2.313,optimal,2,7,8,20
2024-11-11,Monday,0,0,11.0719,3.817,-7.2549,-190.067,89.2449,29.5348,132.056,112.88,153.18,27.25,2,2,4,1,1,22.297,17.138,40.0,170.0,60.0,50.0,61.786,64.286,49.286,39.286,42.7301,1.431,optimal,2,4,8,20
2024-11-12,Tuesday,1,150,11.2388,11.4503,0.2115,1.847,74.1572,61.0076,197.559,131.9,317.89,123.61,2,1,3,1,3,23.744,23.744,120.0,140.0,40.0,20.0,58.214,121.429,40.0,66.429,59.7792,0.949,optimal,2,6,8,20
2024-11-13,Wednesday,2,250,8.5167,27.3935,18.8768,68.91,61.0076,151.5499,172.316,114.86,227.43,100.23,1,0,3,3,7,23.867,23.744,100.0,10.0,60.0,50.0,85.0,92.321,49.286,106.607,91.0577,1.57,optimal,4,11,8,20
2024-11-14,Thursday,2,310,23.4433,20.0413,-3.402,-16.975,179.1385,151.5499,135.753,121.68,155.91,30.17,4,3,8,3,7,23.744,23.744,180.0,20.0,80.0,20.0,67.5,117.679,69.286,135.536,37.2253,1.401,optimal,6,16,8,20
2024-11-15,Friday,2,340,21.1681,22.9153,1.7472,7.625,165.3401,167.2863,132.826,110.74,157.77,35.13,3,3,8,3,8,22.542,23.744,160.0,0.0,60.0,0.0,96.786,55.0,52.857,118.571,90.6461,2.73,optimal,5,16,8,20
2024-11-18,Monday,2,290,22.0364,19.3916,-2.6448,-13.639,195.5236,167.2863,121.629,79.5,161.82,66.92,4,2,9,3,8,24.133,23.744,200.0,70.0,40.0,30.0,115.714,106.071,57.857,88.929,53.8726,1.01,optimal,4,14,8,20
2024-11-19,Tuesday,2,270,11.8109,22.0539,10.243,46.445,91.8317,151.5499,138.792,109.37,157.57,39.16,1,1,5,3,7,22.542,23.744,100.0,0.0,60.0,40.0,117.143,67.5,49.286,121.071,85.1657,1.05,optimal,2,9,8,20
2024-11-20,Wednesday,1,150,15.4305,7.476,-7.9545,-106.4,135.1648,61.0076,125.867,97.26,142.87,45.22,3,1,6,1,3,23.744,23.744,160.0,90.0,40.0,10.0,78.571,42.857,40.0,56.429,69.7875,1.1,optimal,4,11,8,20
2024-11-21,Thursday,2,260,11.2173,20.7795,9.5622,46.018,91.8317,151.5499,140.617,113.57,182.26,59.5,1,1,5,3,7,22.263,23.744,60.0,30.0,60.0,30.0,88.571,133.393,49.286,101.25,55.3921,2.219,optimal,3,10,8,20
2024-11-22,Friday,2,230,12.5359,12.5137,-0.0222,-0.177,118.7796,106.2787,118.309,95.23,144.08,45.4,3,2,5,2,5,22.86,23.744,160.0,0.0,60.0,0.0,63.214,63.214,56.429,114.643,60.4584,1.237,optimal,5,13,8,20
2024-11-25,Monday,2,290,12.3815,12.2814,-0.1001,-0.815,183.0227,167.2863,79.876,40.0,128.0,76.63,3,0,9,3,8,23.744,23.744,100.0,70.0,40.0,30.0,137.857,115.0,57.857,98.571,42.8227,1.176,optimal,3,11,8,20
2024-11-26,Tuesday,1,130,11.3293,7.0381,-4.2912,-60.971,105.63,61.0076,126.247,90.9,160.91,55.52,2,1,5,1,3,23.744,23.744,100.0,140.0,20.0,20.0,93.929,171.964,20.0,119.107,54.3267,1.733,optimal,3,9,8,20
2024-11-27,Wednesday,2,280,10.5277,20.6534,10.1257,49.027,105.63,151.5499,128.019,71.86,184.84,86.31,2,1,5,3,7,23.744,23.744,100.0,60.0,40.0,20.0,73.214,112.857,57.857,87.143,86.4136,1.879,optimal,4,12,8,20
2024-11-28,Thursday,2,340,19.5345,22.997,3.4626,15.057,180.4359,196.8211,119.89,92.1,158.23,57.75,4,1,8,4,9,23.744,23.744,180.0,40.0,80.0,40.0,107.5,151.964,58.571,102.679,39.6654,1.447,optimal,5,15,8,20
2024-11-29,Friday,2,310,17.6276,24.0798,6.4522,26.795,136.4541,167.2863,139.302,115.1,181.35,42.99,2,2,7,3,8,22.542,23.744,100.0,10.0,60.0,50.0,90.714,66.786,52.857,143.929,93.3682,1.171,optimal,4,14,8,20
2024-12-02,Monday,2,290,31.1341,15.4295,-15.7046,-101.783,240.7948,122.0151,130.028,112.68,147.9,32.59,5,2,11,2,6,23.744,23.744,160.0,160.0,20.0,0.0,63.929,129.821,37.857,114.821,59.3898,1.001,optimal,5,15,8,20
2024-12-03,Tuesday,2,300,28.0775,27.3858,-0.6917,-2.526,182.374,167.2863,164.917,135.62,210.0,65.95,3,1,9,3,8,23.744,23.744,100.0,220.0,0.0,20.0,131.786,280.357,50.0,71.071,46.6753,1.65,optimal,3,11,8,20
2024-12-04,Wednesday,2,280,5.4048,34.309,28.9042,84.247,31.4728,151.5499,220.636,148.34,287.76,110.98,0,0,2,3,7,17.138,23.744,20.0,20.0,20.0,20.0,87.857,176.607,37.857,101.607,91.5114,1.007,optimal,1,5,8,20
2024-12-05,Thursday,1,140,16.5606,10.0061,-6.5545,-65.506,163.4021,90.5423,108.316,77.3,141.29,44.65,4,3,7,2,4,23.744,23.744,140.0,160.0,60.0,40.0,52.143,53.571,56.429,45.714,66.7631,2.253,optimal,5,11,8,20
2024-12-06,Friday,2,290,16.0194,16.6404,0.621,3.732,150.9012,151.5499,118.486,91.9,151.07,44.62,3,1,7,3,7,23.744,23.744,160.0,150.0,80.0,30.0,137.5,237.857,69.286,111.429,31.7972,3.077,optimal,3,10,8,20
2024-12-09,Monday,2,250,23.729,15.2858,-8.4432,-55.236,196.8129,122.0151,121.231,100.98,129.81,13.73,3,3,10,2,6,22.419,23.744,60.0,300.0,40.0,20.0,76.429,252.143,40.0,127.857,75.1832,4.667,optimal,3,10,8,20
2024-12-10,Tuesday,2,280,18.2321,28.4288,10.1967,35.867,104.9813,151.5499,183.077,151.15,202.38,33.58,2,2,5,3,7,22.419,23.744,60.0,220.0,60.0,20.0,55.714,294.821,49.286,101.25,84.7286,1.59,optimal,2,6,8,20
2024-12-11,Wednesday,2,240,42.7083,46.6889,3.9806,8.526,134.516,122.0151,355.753,171.2,445.08,231.05,3,2,6,2,6,23.744,23.744,120.0,220.0,20.0,20.0,68.571,245.714,37.857,105.0,73.8257,1.451,optimal,3,7,8,20
2024-12-12,Thursday,2,260,3.5027,77.6699,74.1672,95.49,15.7364,135.8135,552.584,169.4,936.28,523.32,0,0,1,3,6,17.138,23.744,80.0,0.0,80.0,0.0,115.714,158.214,69.286,79.643,75.775,1.596,optimal,2,7,8,20
2024-12-13,Friday,2,240,22.0355,24.7204,2.6849,10.861,122.0151,122.0151,211.356,146.22,284.21,95.0,2,0,6,2,6,24.256,23.744,40.0,0.0,40.0,0.0,72.143,48.214,40.0,112.5,46.7426,1.785,optimal,5,14,8,20
2024-12-16,Monday,2,300,16.6109,13.1512,-3.4597,-26.307,225.0584,167.2863,74.145,44.41,85.22,20.2,5,2,10,3,8,23.744,23.744,140.0,100.0,20.0,20.0,41.786,85.357,37.857,83.929,36.6829,1.467,optimal,6,15,8,20
2024-12-17,Tuesday,2,280,9.4767,16.9273,7.4506,44.015,91.8317,151.5499,110.299,95.84,127.33,23.09,1,1,5,3,7,22.297,23.744,40.0,20.0,40.0,20.0,99.286,121.964,57.857,91.964,69.2693,2.242,optimal,4,13,8,20
2024-12-18,Wednesday,2,320,13.6192,10.5827,-3.0364,-28.692,225.7071,167.2863,61.699,46.81,77.58,22.13,5,1,10,3,8,23.744,23.744,140.0,100.0,20.0,20.0,57.857,93.036,37.857,98.75,66.781,1.847,optimal,6,16,8,20
2024-12-19,Thursday,2,320,15.029,12.3406,-2.6884,-21.785,209.9626,167.2863,73.429,65.84,92.58,19.92,4,4,10,3,8,22.542,23.744,140.0,180.0,0.0,20.0,70.0,221.786,50.0,81.071,47.3131,2.268,optimal,4,12,8,20
2024-12-20,Friday,2,250,2.5716,13.0649,10.4933,80.317,31.4728,135.8135,96.54,71.82,109.89,25.88,0,0,2,3,6,17.138,23.744,60.0,10.0,60.0,10.0,110.0,140.536,49.286,79.821,67.9067,2.736,optimal,1,6,8,20
2024-12-23,Monday,1,150,16.7919,4.2751,-12.5169,-292.789,225.7071,76.744,74.916,52.0,108.29,49.02,5,1,10,1,4,23.744,23.744,160.0,260.0,0.0,20.0,83.214,175.179,14.286,120.893,90.218,1.349,optimal,5,12,8,20
2024-12-24,Tuesday,2,310,6.2006,21.0711,14.8705,70.573,60.3588,181.0847,114.042,94.63,120.95,17.65,1,1,3,4,8,22.419,23.744,140.0,70.0,80.0,30.0,138.571,197.679,58.571,81.25,94.6297,1.022,optimal,1,6,8,20
2024-12-26,Thursday,1,190,13.4431,8.7399,-4.7032,-53.813,120.7177,76.744,120.705,103.9,138.05,31.89,2,2,6,1,4,22.419,23.744,100.0,120.0,20.0,0.0,76.786,231.607,23.571,150.893,27.5344,5.181,optimal,3,10,8,20
2024-12-27,Friday,2,280,8.6554,19.2034,10.548,54.928,76.0953,151.5499,130.381,107.81,158.4,43.86,1,1,4,3,7,22.419,23.744,40.0,0.0,40.0,0.0,54.286,152.857,57.857,67.143,38.619,1.965,optimal,4,11,8,20
2024-12-30,Monday,2,280,13.4345,13.22,-0.2146,-1.623,164.6995,151.5499,86.56,68.02,109.97,25.17,4,1,7,3,7,23.867,23.744,160.0,0.0,60.0,0.0,68.929,65.893,49.286,90.893,54.4328,3.915,optimal,6,14,8,20
2024-12-31,Tuesday,2,280,9.4295,12.221,2.7916,22.842,137.1028,151.5499,72.002,15.7,83.67,47.9,2,1,7,3,7,23.744,23.744,80.0,0.0,80.0,0.0,73.214,53.036,69.286,90.893,81.3321,0.249,optimal,2,7,4,10
