time,mill_kW,press_kW,total_load_kW,pv_kW,pv_used_kW,grid_kW,price_eur_mwh,cost_eur,housings,modules,pickup
14:45,4.491,9.5021,13.9931,3.609,3.609,10.3841,68.94,0.179,60.0,190.0,0.0
15:00,5.1252,17.0147,22.1399,2.5854,2.5854,19.5545,73.4,0.3588,60.0,70.0,120.0
15:15,3.0543,17.1381,20.1924,0.6237,0.6237,19.5687,73.4,0.3591,60.0,70.0,0.0
15:30,5.093,16.0793,21.1723,0.0682,0.0682,21.1041,73.4,0.3873,60.0,70.0,0.0
15:45,3.6006,3.2115,6.8121,0.1747,0.1747,6.6374,73.4,0.1218,60.0,70.0,0.0
16:00,4.9802,9.5021,14.4823,0.1401,0.1401,14.3422,78.98,0.2832,20.0,110.0,0.0
16:15,4.3843,17.0147,21.399,0.1547,0.1547,21.2443,78.98,0.4195,20.0,110.0,0.0
16:30,1.5369,17.1381,18.675,0.0909,0.0909,18.5841,78.98,0.3669,20.0,110.0,0.0
16:45,0.0,16.0793,16.0793,0.0057,0.0057,16.0736,78.98,0.3174,120.0,110.0,0.0
17:00,0.0,3.2115,3.2115,0.0,0.0,3.2115,107.65,0.0864,120.0,110.0,0.0
17:15,0.0,0.0,0.0,0.0,0.0,0.0,107.65,0.0,120.0,150.0,0.0
17:30,0.0,0.0,0.0,0.0,0.0,0.0,107.65,0.0,120.0,150.0,0.0
17:45,0.0,0.0,0.0,0.0,0.0,0.0,107.65,0.0,120.0,150.0,0.0
18:00,0.0,0.0,0.0,0.0,0.0,0.0,145.71,0.0,120.0,150.0,0.0
18:15,0.0,0.0,0.0,0.0,0.0,0.0,145.71,0.0,120.0,150.0,0.0
18:30,0.0,0.0,0.0,0.0,0.0,0.0,145.71,0.0,120.0,150.0,0.0
18:45,0.0,0.0,0.0,0.0,0.0,0.0,145.71,0.0,120.0,150.0,0.0
19:00,0.0,0.0,0.0,0.0,0.0,0.0,126.53,0.0,120.0,150.0,0.0
19:15,0.0,0.0,0.0,0.0,0.0,0.0,126.53,0.0,120.0,150.0,0.0
19:30,0.0,0.0,0.0,0.0,0.0,0.0,126.53,0.0,120.0,150.0,0.0
19:45,0.0,0.0,0.0,0.0,0.0,0.0,126.53,0.0,120.0,150.0,0.0
20:00,0.0,0.0,0.0,0.0,0.0,0.0,103.72,0.0,120.0,150.0,0.0
20:15,0.0,9.5021,9.5021,0.0,0.0,9.5021,103.72,0.2464,80.0,150.0,0.0
20:30,0.0,17.0147,17.0147,0.0,0.0,17.0147,103.72,0.4412,80.0,150.0,0.0
20:45,0.0,17.1381,17.1381,0.0,0.0,17.1381,103.72,0.4444,80.0,150.0,0.0
21:00,0.0,16.0793,16.0793,0.0,0.0,16.0793,81.2,0.3264,80.0,150.0,0.0
21:15,0.0,3.2115,3.2115,0.0,0.0,3.2115,81.2,0.0652,80.0,150.0,0.0
21:30,0.0,0.0,0.0,0.0,0.0,0.0,81.2,0.0,80.0,10.0,180.0
21:45,0.0,0.0,0.0,0.0,0.0,0.0,81.2,0.0,80.0,10.0,0.0
